"Id","ProductName","Cliente","Pais_Venta","Quantity","UnitPrice","Pais_de_Origen","Proveedor"
788,"Flotemysost","Mario Pontes","Brazil",9,21.5,"Norway","Norske Meierier"
789,"Queso Cabrales","Philip Cramer","Germany",15,21.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
790,"Tourtière","Philip Cramer","Germany",24,7.45,"Canada","Ma Maison"
791,"Queso Manchego La Pastora","Carlos González","Venezuela",30,38.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
792,"Tunnbröd","Carlos González","Venezuela",70,9.0,"Sweden","PB Knäckebröd AB"
793,"Rössle Sauerkraut","Fran Wilson","USA",7,45.6,"Germany","Plutzer Lebensmittelgroßmärkte AG"
794,"Laughing Lumberjack Lager","Fran Wilson","USA",7,14.0,"USA","Bigfoot Breweries"
795,"Queso Cabrales","John Steel","USA",10,21.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
796,"Uncle Bob's Organic Dried Pears'","Mary Saveley","France",10,30.0,"USA","Grandma Kelly's Homestead'"
797,"Steeleye Stout","Mary Saveley","France",30,18.0,"USA","Bigfoot Breweries"
798,"Tarte au sucre","Mary Saveley","France",40,49.3,"Canada","Forêts d'érables'"
799,"Mascarpone Fabioli","Hari Kumar","UK",24,32.0,"Italy","Formaggi Fortini s.r.l."
800,"Inlagd Sill","Hari Kumar","UK",60,19.0,"Sweden","Svensk Sjöföda AB"
801,"Sasquatch Ale","Karin Josephs","Germany",10,14.0,"USA","Bigfoot Breweries"
802,"Jack's New England Clam Chowder'","Karin Josephs","Germany",14,9.65,"USA","New England Seafood Cannery"
803,"Gorgonzola Telino","Horst Kloss","Germany",55,12.5,"Italy","Formaggi Fortini s.r.l."
804,"Rogede sild","Horst Kloss","Germany",100,9.5,"Denmark","Lyngbysild"
805,"Manjimup Dried Apples","Horst Kloss","Germany",48,53.0,"Sydney","G'day"
806,"Alice Mutton","José Pedro Freyre","Spain",8,39.0,"Australia","Pavlova, Ltd."
807,"Teatime Chocolate Biscuits","José Pedro Freyre","Spain",10,9.2,"UK","Specialty Biscuits, Ltd."
808,"Sir Rodney's Scones'","José Pedro Freyre","Spain",6,10.0,"UK","Specialty Biscuits, Ltd."
809,"Sirop d'érable'","José Pedro Freyre","Spain",10,28.5,"Canada","Forêts d'érables'"
810,"Pavlova","Lino Rodriguez","Portugal",40,17.45,"Australia","Pavlova, Ltd."
811,"Steeleye Stout","Lino Rodriguez","Portugal",20,18.0,"USA","Bigfoot Breweries"
812,"Gula Malacca","Lino Rodriguez","Portugal",40,19.45,"Singapore","Leka Trading"
813,"Gudbrandsdalsost","Carlos Hernández","Venezuela",18,36.0,"Norway","Norske Meierier"
814,"Rhönbräu Klosterbier","Carlos Hernández","Venezuela",30,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
815,"Queso Cabrales","Pirkko Koskitalo","Finland",15,21.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
816,"Pavlova","Pirkko Koskitalo","Finland",14,17.45,"Australia","Pavlova, Ltd."
817,"Gustaf's Knäckebröd'","Pirkko Koskitalo","Finland",24,21.0,"Sweden","PB Knäckebröd AB"
818,"Gorgonzola Telino","Pirkko Koskitalo","Finland",30,12.5,"Italy","Formaggi Fortini s.r.l."
819,"Steeleye Stout","Pirkko Koskitalo","Finland",6,18.0,"USA","Bigfoot Breweries"
820,"Pavlova","Henriette Pfalzheim","Germany",30,17.45,"Australia","Pavlova, Ltd."
821,"Tunnbröd","Henriette Pfalzheim","Germany",20,9.0,"Sweden","PB Knäckebröd AB"
822,"Tarte au sucre","Henriette Pfalzheim","Germany",20,49.3,"Canada","Forêts d'érables'"
823,"Original Frankfurter grüne Soße","Henriette Pfalzheim","Germany",10,13.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
824,"Tofu","Jose Pavarotti","USA",30,23.25,"Japan","Mayumi's'"
825,"Teatime Chocolate Biscuits","Jose Pavarotti","USA",35,9.2,"UK","Specialty Biscuits, Ltd."
826,"Guaraná Fantástica","Jose Pavarotti","USA",18,4.5,"Brazil","Refrescos Americanas LTDA"
827,"Manjimup Dried Apples","Jose Pavarotti","USA",20,53.0,"Sydney","G'day"
828,"Gnocchi di nonna Alice","Jose Pavarotti","USA",40,38.0,"Italy","Pasta Buttini s.r.l."
829,"Mozzarella di Giovanni","Jytte Petersen","Denmark",24,34.8,"Italy","Formaggi Fortini s.r.l."
830,"Wimmers gute Semmelknödel","Renate Messner","Germany",30,33.25,"Germany","Plutzer Lebensmittelgroßmärkte AG"
831,"Rhönbräu Klosterbier","Renate Messner","Germany",20,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
832,"Zaanse koeken","Thomas Hardy","UK",25,9.5,"Netherlands","Zaanse Snoepfabriek"
833,"Manjimup Dried Apples","Thomas Hardy","UK",20,53.0,"Sydney","G'day"
834,"Filo Mix","Thomas Hardy","UK",30,7.0,"Sydney","G'day"
835,"Perth Pasties","Thomas Hardy","UK",18,32.8,"Sydney","G'day"
836,"Röd Kaviar","Thomas Hardy","UK",3,15.0,"Sweden","Svensk Sjöföda AB"
837,"Jack's New England Clam Chowder'","Frédérique Citeaux","France",12,9.65,"USA","New England Seafood Cannery"
838,"Pâté chinois","Frédérique Citeaux","France",18,24.0,"Canada","Ma Maison"
839,"Nord-Ost Matjeshering","Peter Franken","Germany",20,25.89,"Germany","Nord-Ost-Fisch Handelsgesellschaft mbH"
840,"Tarte au sucre","Peter Franken","Germany",15,49.3,"Canada","Forêts d'érables'"
841,"Gula Malacca","Maria Larsson","Sweden",10,19.45,"Singapore","Leka Trading"
842,"Manjimup Dried Apples","Maria Larsson","Sweden",50,53.0,"Sydney","G'day"
843,"Geitost","Maurizio Moroni","Italy",20,2.5,"Norway","Norske Meierier"
844,"Tarte au sucre","Maurizio Moroni","Italy",10,49.3,"Canada","Forêts d'érables'"
845,"Inlagd Sill","Janete Limeira","Brazil",25,19.0,"Sweden","Svensk Sjöföda AB"
846,"Filo Mix","Janete Limeira","Brazil",70,7.0,"Sydney","G'day"
847,"Alice Mutton","Paula Wilson","USA",16,39.0,"Australia","Pavlova, Ltd."
848,"Gorgonzola Telino","Paula Wilson","USA",6,12.5,"Italy","Formaggi Fortini s.r.l."
849,"Pâté chinois","Paula Wilson","USA",25,24.0,"Canada","Ma Maison"
850,"Guaraná Fantástica","Jean Fresnière","Canada",25,4.5,"Brazil","Refrescos Americanas LTDA"
851,"Wimmers gute Semmelknödel","Jean Fresnière","Canada",18,33.25,"Germany","Plutzer Lebensmittelgroßmärkte AG"
852,"Queso Cabrales","Frédérique Citeaux","France",35,21.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
853,"Carnarvon Tigers","Frédérique Citeaux","France",18,62.5,"Australia","Pavlova, Ltd."
854,"Lakkalikööri","Frédérique Citeaux","France",10,18.0,"Finland","Karkki Oy"
855,"Gorgonzola Telino","Patricia McKenna","Ireland",60,12.5,"Italy","Formaggi Fortini s.r.l."
856,"Manjimup Dried Apples","Patricia McKenna","Ireland",3,53.0,"Sydney","G'day"
857,"Raclette Courdavault","Patricia McKenna","Ireland",40,55.0,"France","Gai pâturage"
858,"Ikura","Eduardo Saavedra","Spain",5,31.0,"Japan","Tokyo Traders"
859,"Gorgonzola Telino","Paula Wilson","USA",35,12.5,"Italy","Formaggi Fortini s.r.l."
860,"Lakkalikööri","Paula Wilson","USA",30,18.0,"Finland","Karkki Oy"
861,"Queso Cabrales","Jean Fresnière","Canada",15,21.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
862,"Gnocchi di nonna Alice","Jean Fresnière","Canada",60,38.0,"Italy","Pasta Buttini s.r.l."
863,"Tofu","Roland Mendel","Austria",11,23.25,"Japan","Mayumi's'"
864,"Singaporean Hokkien Fried Mee","Roland Mendel","Austria",28,14.0,"Singapore","Leka Trading"
865,"Pavlova","Christina Berglund","Sweden",12,17.45,"Australia","Pavlova, Ltd."
866,"Mascarpone Fabioli","Christina Berglund","Sweden",10,32.0,"Italy","Formaggi Fortini s.r.l."
867,"Boston Crab Meat","Christina Berglund","Sweden",50,18.4,"USA","New England Seafood Cannery"
868,"Rhönbräu Klosterbier","Christina Berglund","Sweden",15,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
869,"Alice Mutton","Antonio Moreno","Mexico",18,39.0,"Australia","Pavlova, Ltd."
870,"Sasquatch Ale","Antonio Moreno","Mexico",40,14.0,"USA","Bigfoot Breweries"
871,"Perth Pasties","Antonio Moreno","Mexico",25,32.8,"Sydney","G'day"
872,"Geitost","Helvetius Nagy","USA",14,2.5,"Norway","Norske Meierier"
873,"Boston Crab Meat","Helvetius Nagy","USA",2,18.4,"USA","New England Seafood Cannery"
874,"Tarte au sucre","Helvetius Nagy","USA",10,49.3,"Canada","Forêts d'érables'"
875,"Wimmers gute Semmelknödel","Helvetius Nagy","USA",6,33.25,"Germany","Plutzer Lebensmittelgroßmärkte AG"
876,"Raclette Courdavault","Alexander Feuer","Germany",12,55.0,"France","Gai pâturage"
877,"Vegie-spread","Alexander Feuer","Germany",6,43.9,"Australia","Pavlova, Ltd."
878,"Mozzarella di Giovanni","Alexander Feuer","Germany",30,34.8,"Italy","Formaggi Fortini s.r.l."
879,"Lakkalikööri","Alexander Feuer","Germany",10,18.0,"Finland","Karkki Oy"
880,"Chai","Miguel Angel Paolino","Mexico",10,18.0,"UK","Exotic Liquids"
881,"Gorgonzola Telino","Miguel Angel Paolino","Mexico",20,12.5,"Italy","Formaggi Fortini s.r.l."
882,"Gula Malacca","Miguel Angel Paolino","Mexico",21,19.45,"Singapore","Leka Trading"
883,"Chartreuse verte","Helvetius Nagy","USA",10,18.0,"France","Aux joyeux ecclésiastiques"
884,"Rhönbräu Klosterbier","Helvetius Nagy","USA",20,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
885,"Original Frankfurter grüne Soße","Helvetius Nagy","USA",18,13.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
886,"Steeleye Stout","Victoria Ashworth","UK",20,18.0,"USA","Bigfoot Breweries"
887,"Ravioli Angelo","Victoria Ashworth","UK",6,19.5,"Italy","Pasta Buttini s.r.l."
888,"Genen Shouyu","Jaime Yorres","USA",10,15.5,"Japan","Mayumi's'"
889,"Rhönbräu Klosterbier","Jaime Yorres","USA",21,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
890,"Tofu","Henriette Pfalzheim","Germany",15,23.25,"Japan","Mayumi's'"
891,"Jack's New England Clam Chowder'","Henriette Pfalzheim","Germany",9,9.65,"USA","New England Seafood Cannery"
892,"Louisiana Fiery Hot Pepper Sauce","Henriette Pfalzheim","Germany",30,21.05,"USA","New Orleans Cajun Delights"
893,"Rhönbräu Klosterbier","Aria Cruz","Brazil",50,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
894,"Ravioli Angelo","Hanna Moos","Germany",4,19.5,"Italy","Pasta Buttini s.r.l."
895,"Lakkalikööri","Hanna Moos","Germany",14,18.0,"Finland","Karkki Oy"
896,"Thüringer Rostbratwurst","Pirkko Koskitalo","Finland",10,123.79,"Germany","Plutzer Lebensmittelgroßmärkte AG"
897,"Camembert Pierrot","Pirkko Koskitalo","Finland",24,34.0,"France","Gai pâturage"
898,"Gudbrandsdalsost","Pirkko Koskitalo","Finland",10,36.0,"Norway","Norske Meierier"
899,"Gorgonzola Telino","Frédérique Citeaux","France",50,12.5,"Italy","Formaggi Fortini s.r.l."
900,"Zaanse koeken","Paula Parente","Brazil",15,9.5,"Netherlands","Zaanse Snoepfabriek"
901,"Filo Mix","Maurizio Moroni","Italy",4,7.0,"Sydney","G'day"
902,"Gumbär Gummibärchen","Bernardo Batista","Brazil",6,31.23,"Germany","Heli Süßwaren GmbH & Co. KG"
903,"Steeleye Stout","Bernardo Batista","Brazil",20,18.0,"USA","Bigfoot Breweries"
904,"Original Frankfurter grüne Soße","Bernardo Batista","Brazil",20,13.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
905,"Carnarvon Tigers","Horst Kloss","Germany",40,62.5,"Australia","Pavlova, Ltd."
906,"Singaporean Hokkien Fried Mee","Horst Kloss","Germany",100,14.0,"Singapore","Leka Trading"
907,"Steeleye Stout","Howard Snyder","USA",4,18.0,"USA","Bigfoot Breweries"
908,"Chai","Jean Fresnière","Canada",20,18.0,"UK","Exotic Liquids"
909,"Original Frankfurter grüne Soße","Jean Fresnière","Canada",60,13.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
910,"Aniseed Syrup","Palle Ibsen","Denmark",14,10.0,"UK","Exotic Liquids"
911,"Uncle Bob's Organic Dried Pears'","Palle Ibsen","Denmark",10,30.0,"USA","Grandma Kelly's Homestead'"
912,"Tourtière","Palle Ibsen","Denmark",50,7.45,"Canada","Ma Maison"
913,"Genen Shouyu","Renate Messner","Germany",25,15.5,"Japan","Mayumi's'"
914,"Gumbär Gummibärchen","Renate Messner","Germany",5,31.23,"Germany","Heli Süßwaren GmbH & Co. KG"
915,"Sir Rodney's Marmalade'","Renate Messner","Germany",21,81.0,"UK","Specialty Biscuits, Ltd."
916,"Gudbrandsdalsost","Renate Messner","Germany",20,36.0,"Norway","Norske Meierier"
917,"Lakkalikööri","Renate Messner","Germany",4,18.0,"Finland","Karkki Oy"
918,"Filo Mix","Rene Phillips","USA",24,7.0,"Sydney","G'day"
919,"Escargots de Bourgogne","Rene Phillips","USA",30,13.25,"France","Escargots Nouveaux"
920,"Steeleye Stout","Roland Mendel","Austria",30,18.0,"USA","Bigfoot Breweries"
921,"Sirop d'érable'","Roland Mendel","Austria",120,28.5,"Canada","Forêts d'érables'"
922,"Gudbrandsdalsost","Roland Mendel","Austria",65,36.0,"Norway","Norske Meierier"
923,"Gnocchi di nonna Alice","Karl Jablonski","USA",5,38.0,"Italy","Pasta Buttini s.r.l."
924,"Vegie-spread","Karl Jablonski","USA",24,43.9,"Australia","Pavlova, Ltd."
925,"Rhönbräu Klosterbier","Karl Jablonski","USA",30,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
926,"Guaraná Fantástica","Georg Pipps","Austria",35,4.5,"Brazil","Refrescos Americanas LTDA"
927,"Ravioli Angelo","Georg Pipps","Austria",20,19.5,"Italy","Pasta Buttini s.r.l."
928,"Louisiana Fiery Hot Pepper Sauce","Georg Pipps","Austria",12,21.05,"USA","New Orleans Cajun Delights"
929,"Schoggi Schokolade","Paula Wilson","USA",50,43.9,"Germany","Heli Süßwaren GmbH & Co. KG"
930,"Flotemysost","Paula Wilson","USA",9,21.5,"Norway","Norske Meierier"
931,"Tarte au sucre","Victoria Ashworth","UK",10,49.3,"Canada","Forêts d'érables'"
932,"Tourtière","Yoshi Latimer","USA",4,7.45,"Canada","Ma Maison"
933,"Röd Kaviar","Yoshi Latimer","USA",30,15.0,"Sweden","Svensk Sjöföda AB"
934,"Konbu","Carlos Hernández","Venezuela",60,6.0,"Japan","Mayumi's'"
935,"Raclette Courdavault","Carlos Hernández","Venezuela",35,55.0,"France","Gai pâturage"
936,"Original Frankfurter grüne Soße","Palle Ibsen","Denmark",5,13.0,"Germany","Plutzer Lebensmittelgroßmärkte AG"
937,"Gustaf's Knäckebröd'","Jose Pavarotti","USA",48,21.0,"Sweden","PB Knäckebröd AB"
938,"Maxilaku","Jose Pavarotti","USA",25,20.0,"Finland","Karkki Oy"
939,"Chocolade","Lino Rodriguez","Portugal",6,12.75,"Netherlands","Zaanse Snoepfabriek"
940,"Lakkalikööri","Lino Rodriguez","Portugal",10,18.0,"Finland","Karkki Oy"
941,"Pavlova","Jean Fresnière","Canada",30,17.45,"Australia","Pavlova, Ltd."
942,"Raclette Courdavault","Jean Fresnière","Canada",20,55.0,"France","Gai pâturage"
943,"Camembert Pierrot","Jean Fresnière","Canada",70,34.0,"France","Gai pâturage"
944,"Flotemysost","Jean Fresnière","Canada",15,21.5,"Norway","Norske Meierier"
945,"Chef Anton's Cajun Seasoning'","Anabela Domingues","Brazil",20,22.0,"USA","New Orleans Cajun Delights"
946,"Pâté chinois","Anabela Domingues","Brazil",20,24.0,"Canada","Ma Maison"
947,"Tarte au sucre","Anabela Domingues","Brazil",10,49.3,"Canada","Forêts d'érables'"
948,"Uncle Bob's Organic Dried Pears'","Jose Pavarotti","USA",45,30.0,"USA","Grandma Kelly's Homestead'"
949,"Alice Mutton","Jose Pavarotti","USA",100,39.0,"Australia","Pavlova, Ltd."
950,"Geitost","Jose Pavarotti","USA",14,2.5,"Norway","Norske Meierier"
951,"Boston Crab Meat","Jose Pavarotti","USA",42,18.4,"USA","New England Seafood Cannery"
952,"Mozzarella di Giovanni","Jose Pavarotti","USA",12,34.8,"Italy","Formaggi Fortini s.r.l."
953,"Gnocchi di nonna Alice","Karin Josephs","Germany",28,38.0,"Italy","Pasta Buttini s.r.l."
954,"Chai","Janine Labrune","France",3,18.0,"UK","Exotic Liquids"
955,"Ikura","Janine Labrune","France",10,31.0,"Japan","Tokyo Traders"
956,"Sir Rodney's Scones'","Janine Labrune","France",6,10.0,"UK","Specialty Biscuits, Ltd."
957,"Inlagd Sill","Annette Roulet","France",21,19.0,"Sweden","Svensk Sjöföda AB"
958,"Chai","Zbyszek Piestrzeniewicz","Poland",6,18.0,"UK","Exotic Liquids"
959,"Chang","Zbyszek Piestrzeniewicz","Poland",10,19.0,"UK","Exotic Liquids"
960,"Camembert Pierrot","Zbyszek Piestrzeniewicz","Poland",15,34.0,"France","Gai pâturage"
961,"Ikura","Jose Pavarotti","USA",70,31.0,"Japan","Tokyo Traders"
962,"Inlagd Sill","Jose Pavarotti","USA",55,19.0,"Sweden","Svensk Sjöföda AB"
963,"Maxilaku","Jose Pavarotti","USA",18,20.0,"Finland","Karkki Oy"
964,"Camembert Pierrot","Jose Pavarotti","USA",40,34.0,"France","Gai pâturage"
965,"Lakkalikööri","Jose Pavarotti","USA",80,18.0,"Finland","Karkki Oy"
966,"Konbu","Carlos Hernández","Venezuela",8,6.0,"Japan","Mayumi's'"
967,"Rhönbräu Klosterbier","Carlos Hernández","Venezuela",40,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
968,"Queso Cabrales","Hanna Moos","Germany",14,21.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
969,"Sir Rodney's Scones'","Hanna Moos","Germany",8,10.0,"UK","Specialty Biscuits, Ltd."
970,"Chartreuse verte","Hanna Moos","Germany",5,18.0,"France","Aux joyeux ecclésiastiques"
971,"Pâté chinois","Matti Karttunen","Finland",5,24.0,"Canada","Ma Maison"
972,"Côte de Blaye","Howard Snyder","USA",15,263.5,"France","Aux joyeux ecclésiastiques"
973,"Gnocchi di nonna Alice","Howard Snyder","USA",14,38.0,"Italy","Pasta Buttini s.r.l."
974,"Outback Lager","Howard Snyder","USA",15,15.0,"Australia","Pavlova, Ltd."
975,"Flotemysost","Howard Snyder","USA",15,21.5,"Norway","Norske Meierier"
976,"Raclette Courdavault","Howard Snyder","USA",30,55.0,"France","Gai pâturage"
977,"Grandma's Boysenberry Spread'","Jean Fresnière","Canada",70,25.0,"USA","Grandma Kelly's Homestead'"
978,"Gnocchi di nonna Alice","Jean Fresnière","Canada",20,38.0,"Italy","Pasta Buttini s.r.l."
979,"Scottish Longbreads","Jean Fresnière","Canada",15,12.5,"UK","Specialty Biscuits, Ltd."
980,"Sir Rodney's Scones'","Jean Fresnière","Canada",42,10.0,"UK","Specialty Biscuits, Ltd."
981,"Gustaf's Knäckebröd'","Jean Fresnière","Canada",40,21.0,"Sweden","PB Knäckebröd AB"
982,"Guaraná Fantástica","Yoshi Tannamuri","Canada",5,4.5,"Brazil","Refrescos Americanas LTDA"
983,"Filo Mix","Yoshi Tannamuri","Canada",5,7.0,"Sydney","G'day"
984,"Teatime Chocolate Biscuits","Helen Bennett","UK",5,9.2,"UK","Specialty Biscuits, Ltd."
985,"Tunnbröd","Helen Bennett","UK",10,9.0,"Sweden","PB Knäckebröd AB"
986,"Outback Lager","Helen Bennett","UK",20,15.0,"Australia","Pavlova, Ltd."
987,"Flotemysost","Helen Bennett","UK",15,21.5,"Norway","Norske Meierier"
988,"Chang","Janete Limeira","Brazil",20,19.0,"UK","Exotic Liquids"
989,"Scottish Longbreads","Janete Limeira","Brazil",18,12.5,"UK","Specialty Biscuits, Ltd."
990,"Tofu","Peter Franken","Germany",21,23.25,"Japan","Mayumi's'"
991,"Teatime Chocolate Biscuits","Peter Franken","Germany",15,9.2,"UK","Specialty Biscuits, Ltd."
992,"Sir Rodney's Scones'","Peter Franken","Germany",25,10.0,"UK","Specialty Biscuits, Ltd."
993,"Guaraná Fantástica","Peter Franken","Germany",3,4.5,"Brazil","Refrescos Americanas LTDA"
994,"Steeleye Stout","Peter Franken","Germany",30,18.0,"USA","Bigfoot Breweries"
995,"Rössle Sauerkraut","Liu Wong","USA",10,45.6,"Germany","Plutzer Lebensmittelgroßmärkte AG"
996,"Thüringer Rostbratwurst","Liu Wong","USA",6,123.79,"Germany","Plutzer Lebensmittelgroßmärkte AG"
997,"Gula Malacca","Liu Wong","USA",10,19.45,"Singapore","Leka Trading"
998,"Tofu","Ana Trujillo","Mexico",3,23.25,"Japan","Mayumi's'"
999,"Singaporean Hokkien Fried Mee","Ana Trujillo","Mexico",5,14.0,"Singapore","Leka Trading"
1000,"Camembert Pierrot","Ana Trujillo","Mexico",10,34.0,"France","Gai pâturage"
1001,"Perth Pasties","Christina Berglund","Sweden",12,32.8,"Sydney","G'day"
1002,"Camembert Pierrot","Christina Berglund","Sweden",20,34.0,"France","Gai pâturage"
1003,"Flotemysost","Christina Berglund","Sweden",20,21.5,"Norway","Norske Meierier"
1004,"Tarte au sucre","Jose Pavarotti","USA",15,49.3,"Canada","Forêts d'érables'"
1005,"Röd Kaviar","Jose Pavarotti","USA",35,15.0,"Sweden","Svensk Sjöföda AB"
1006,"Chai","Frédérique Citeaux","France",25,18.0,"UK","Exotic Liquids"
1007,"Thüringer Rostbratwurst","José Pedro Freyre","Spain",20,123.79,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1008,"Wimmers gute Semmelknödel","José Pedro Freyre","Spain",9,33.25,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1009,"Pâté chinois","Philip Cramer","Germany",12,24.0,"Canada","Ma Maison"
1010,"Lakkalikööri","Philip Cramer","Germany",35,18.0,"Finland","Karkki Oy"
1011,"Rhönbräu Klosterbier","Annette Roulet","France",8,7.75,"Germany","Plutzer Lebensmittelgroßmärkte AG"
1012,"Chang","Rita Müller","Germany",30,19.0,"UK","Exotic Liquids"
1013,"Geitost","Rita Müller","Germany",20,2.5,"Norway","Norske Meierier"
1014,"Queso Manchego La Pastora","Roland Mendel","Austria",36,38.0,"Spain","Cooperativa de Quesos 'Las Cabras'''"
1015,"Konbu","Roland Mendel","Austria",13,6.0,"Japan","Mayumi's'"
1016,"Gumbär Gummibärchen","Roland Mendel","Austria",35,31.23,"Germany","Heli Süßwaren GmbH & Co. KG"
1017,"Tarte au sucre","Roland Mendel","Austria",80,49.3,"Canada","Forêts d'érables'"
1018,"Uncle Bob's Organic Dried Pears'","Martine Rancé","France",35,30.0,"USA","Grandma Kelly's Homestead'"
1019,"Carnarvon Tigers","Martine Rancé","France",50,62.5,"Australia","Pavlova, Ltd."
1020,"Manjimup Dried Apples","Martine Rancé","France",15,53.0,"Sydney","G'day"
